detector,source_checkpoint,run_id,variation,speed_mps,terrain,profile,gait_phase,split_ownership,window_count,positive_windows,window_ms,window_semantics
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v02,2,0.1,marble,marble,TOUCHDOWN,walking_validation,55,55,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,LOADING,walking_validation,100,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,MID_STANCE,walking_validation,1518,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,PUSH_OFF,walking_validation,50,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,TOUCHDOWN,walking_validation,55,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,LOADING,walking_validation,101,303,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_validation,1514,4542,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,TOUCHDOWN,walking_validation,67,201,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,LOADING,walking_validation,329,658,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,MID_STANCE,walking_validation,885,1770,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,PUSH_OFF,walking_validation,104,208,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,TOUCHDOWN,walking_validation,445,890,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,LOADING,walking_validation,100,300,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_validation,1593,4779,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,TOUCHDOWN,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,LOADING,walking_validation,100,300,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_validation,1618,4854,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,TOUCHDOWN,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,LOADING,walking_validation,100,100,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,MID_STANCE,walking_validation,1477,1477,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,PUSH_OFF,walking_validation,50,50,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,TOUCHDOWN,walking_validation,52,52,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,LOADING,walking_validation,100,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,MID_STANCE,walking_validation,1484,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,PUSH_OFF,walking_validation,50,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,TOUCHDOWN,walking_validation,50,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,LOADING,walking_validation,107,321,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_validation,1495,4485,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,TOUCHDOWN,walking_validation,70,210,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,LOADING,walking_validation,388,776,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,MID_STANCE,walking_validation,965,1930,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,PUSH_OFF,walking_validation,120,240,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,TOUCHDOWN,walking_validation,602,1204,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,LOADING,walking_validation,100,300,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_validation,1587,4761,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,TOUCHDOWN,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,LOADING,walking_validation,100,300,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_validation,1609,4827,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,TOUCHDOWN,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,LOADING,walking_validation,100,100,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,MID_STANCE,walking_validation,1460,1460,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,PUSH_OFF,walking_validation,50,50,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,TOUCHDOWN,walking_validation,50,50,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,LOADING,walking_validation,100,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,MID_STANCE,walking_validation,1454,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,PUSH_OFF,walking_validation,50,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,TOUCHDOWN,walking_validation,57,0,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,LOADING,walking_validation,107,321,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_validation,1477,4431,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,TOUCHDOWN,walking_validation,60,180,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,LOADING,walking_validation,421,842,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,MID_STANCE,walking_validation,816,1632,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,PUSH_OFF,walking_validation,141,282,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,TOUCHDOWN,walking_validation,460,920,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_1of3,LOADING,walking_validation,100,300,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_validation,1576,4728,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_1of3,TOUCHDOWN,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_2of3,LOADING,walking_validation,100,300,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_validation,1601,4803,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_validation,50,150,50,"causal [t-L+1,t]"
terrain,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_2of3,TOUCHDOWN,walking_validation,50,150,50,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v00,0,0.1,marble,marble,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v00,0,0.1,marble,marble,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v00,0,0.1,marble,marble,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v00,0,0.1,marble,marble,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v00,0,0.1,concrete,concrete,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v00,0,0.1,concrete,concrete,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v00,0,0.1,concrete,concrete,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v00,0,0.1,concrete,concrete,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v00,0,0.1,sand,sand_walking_support_v1_hardened,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v00,0,0.1,sand,sand_walking_support_v1_hardened,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v00,0,0.1,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v00,0,0.1,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v00,0,0.1,ice,ice,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v00,0,0.1,ice,ice,LOADING,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v00,0,0.1,ice,ice,MID_STANCE,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v00,0,0.1,ice,ice,PUSH_OFF,walking_train,112,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v00,0,0.1,ice,ice,TOUCHDOWN,walking_train,92,48,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_1of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_1of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_1of3,TOUCHDOWN,walking_train,6,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_2of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_2of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v00,0,0.1,sand,sand_solref_interpolation_2of3,TOUCHDOWN,walking_train,10,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v00,0,0.15,marble,marble,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v00,0,0.15,marble,marble,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v00,0,0.15,marble,marble,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v00,0,0.15,marble,marble,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v00,0,0.15,concrete,concrete,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v00,0,0.15,concrete,concrete,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v00,0,0.15,concrete,concrete,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v00,0,0.15,concrete,concrete,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v00,0,0.15,sand,sand_walking_support_v1_hardened,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v00,0,0.15,sand,sand_walking_support_v1_hardened,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v00,0,0.15,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v00,0,0.15,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v00,0,0.15,ice,ice,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v00,0,0.15,ice,ice,LOADING,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v00,0,0.15,ice,ice,MID_STANCE,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v00,0,0.15,ice,ice,PUSH_OFF,walking_train,126,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v00,0,0.15,ice,ice,TOUCHDOWN,walking_train,106,52,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_1of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_1of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_2of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_2of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v00,0,0.15,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v00,0,0.2,marble,marble,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v00,0,0.2,marble,marble,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v00,0,0.2,marble,marble,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v00,0,0.2,marble,marble,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v00,0,0.2,marble,marble,TOUCHDOWN,walking_train,5,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v00,0,0.2,concrete,concrete,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v00,0,0.2,concrete,concrete,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v00,0,0.2,concrete,concrete,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v00,0,0.2,concrete,concrete,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v00,0,0.2,sand,sand_walking_support_v1_hardened,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v00,0,0.2,sand,sand_walking_support_v1_hardened,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v00,0,0.2,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v00,0,0.2,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v00,0,0.2,ice,ice,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v00,0,0.2,ice,ice,LOADING,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v00,0,0.2,ice,ice,MID_STANCE,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v00,0,0.2,ice,ice,PUSH_OFF,walking_train,115,51,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v00,0,0.2,ice,ice,TOUCHDOWN,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_1of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_1of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_2of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_2of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_train,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v00,0,0.2,sand,sand_solref_interpolation_2of3,TOUCHDOWN,walking_train,8,0,5,"causal [t-L+1,t]"
