run_id,source_acquisition_version,role,severity,source_valid,eligibility,training_eligible,included,exclusion_enforced,reason
positive_0p20_left_early_loading_v1_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_left_early_loading_v1_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_left_early_loading_v2_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_left_early_loading_v2_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_left_mid_loading_early_stance_v0_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_left_mid_loading_early_stance_v0_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_left_mid_loading_early_stance_v1_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_left_mid_loading_early_stance_v1_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_left_mid_loading_early_stance_v2_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_left_mid_loading_early_stance_v2_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_left_mid_late_stance_v0_M1,v7_moderate_v2,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
control_0p20_left_mid_late_stance_v0_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_left_mid_late_stance_v1_M1,v7_moderate_v2,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
control_0p20_left_mid_late_stance_v1_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_left_mid_late_stance_v2_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_left_mid_late_stance_v2_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_early_loading_v0_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_right_early_loading_v0_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_early_loading_v1_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_right_early_loading_v1_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_early_loading_v2_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_right_early_loading_v2_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_mid_loading_early_stance_v0_M1,v7_moderate_v2,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
control_0p20_right_mid_loading_early_stance_v0_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_mid_loading_early_stance_v1_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_right_mid_loading_early_stance_v1_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_mid_loading_early_stance_v2_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_right_mid_loading_early_stance_v2_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_mid_late_stance_v0_M1,v7_moderate_v2,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
control_0p20_right_mid_late_stance_v0_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_mid_late_stance_v1_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_right_mid_late_stance_v1_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
positive_0p20_right_mid_late_stance_v2_M1,v7_moderate_v2,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
control_0p20_right_mid_late_stance_v2_M1,v7_moderate_v2,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l00,v8_moderate_v2_supplemental,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
supplemental_control_v8_l00,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l01,v8_moderate_v2_supplemental,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
supplemental_control_v8_l01,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l02,v8_moderate_v2_supplemental,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
supplemental_control_v8_l02,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l03,v8_moderate_v2_supplemental,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
supplemental_control_v8_l03,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l04,v8_moderate_v2_supplemental,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
supplemental_control_v8_l04,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l05,v8_moderate_v2_supplemental,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
supplemental_control_v8_l05,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l06,v8_moderate_v2_supplemental,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
supplemental_control_v8_l06,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l07,v8_moderate_v2_supplemental,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
supplemental_control_v8_l07,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l08,v8_moderate_v2_supplemental,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
supplemental_control_v8_l08,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l09,v8_moderate_v2_supplemental,positive,moderate_v2,True,POSITIVE_ELIGIBLE,True,True,False,valid physical source/control
supplemental_control_v8_l09,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l10,v8_moderate_v2_supplemental,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
supplemental_control_v8_l10,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
supplemental_positive_v8_l11,v8_moderate_v2_supplemental,positive,moderate_v2,False,FAILED_SOURCE_DIAGNOSTIC_ONLY,False,False,True,failed source retained for diagnosis only
supplemental_control_v8_l11,v8_moderate_v2_supplemental,control,moderate_v2,True,CONTROL_ELIGIBLE,True,True,False,valid physical source/control
cal_0p10_hard_control,v7_profile_calibration,control,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p10_strong_reference,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p10_M0,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p10_M1,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p10_M2,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p10_M3,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p15_hard_control,v7_profile_calibration,control,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p15_strong_reference,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p15_M0,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p15_M1,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p15_M2,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p15_M3,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p20_hard_control,v7_profile_calibration,control,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p20_strong_reference,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p20_M0,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p20_M1,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p20_M2,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_0p20_M3,v7_profile_calibration,positive,profile_calibration,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,profile calibration excluded
cal_positive_0p10_G0,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p10_G0,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p10_G1,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p10_G1,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p10_G2,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p10_G2,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p10_G3,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p10_G3,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p15_G0,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p15_G0,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p15_G1,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p15_G1,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p15_G2,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p15_G2,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p15_G3,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p15_G3,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p20_G0,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p20_G0,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p20_G1,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p20_G1,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p20_G2,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p20_G2,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_positive_0p20_G3,v6_geometry_calibration,positive,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
cal_control_0p20_G3,v6_geometry_calibration,control,moderate_ice_preregistered,,CALIBRATION_ONLY_DO_NOT_TRAIN,False,False,True,geometry calibration excluded
positive_0p10_left_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
