run_id,fold,source_acquisition,role,pair_id,run_group,variation_group,contact_episode_group,pair_run_variation_episode_leakage
positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_007,v5_strong:positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1:all,0
control_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_007,v5_strong:control_0p10_left_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p10_left_mid_loading_early_stance_native_strong_ice_v1:all,0
positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_008,v5_strong:positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_008,v5_strong:control_0p10_left_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p10_left_mid_loading_early_stance_native_strong_ice_v2:all,0
positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_012,v5_strong:positive_0p10_left_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p10_left_mid_late_stance_native_strong_ice_v0:all,0
control_0p10_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_012,v5_strong:control_0p10_left_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p10_left_mid_late_stance_native_strong_ice_v0:all,0
positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_013,v5_strong:positive_0p10_left_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p10_left_mid_late_stance_native_strong_ice_v1:all,0
control_0p10_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_013,v5_strong:control_0p10_left_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p10_left_mid_late_stance_native_strong_ice_v1:all,0
positive_0p10_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_014,v5_strong:positive_0p10_left_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p10_left_mid_late_stance_native_strong_ice_v2:all,0
control_0p10_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_014,v5_strong:control_0p10_left_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p10_left_mid_late_stance_native_strong_ice_v2:all,0
positive_0p10_right_early_loading_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_018,v5_strong:positive_0p10_right_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p10_right_early_loading_native_strong_ice_v0:all,0
control_0p10_right_early_loading_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_018,v5_strong:control_0p10_right_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p10_right_early_loading_native_strong_ice_v0:all,0
positive_0p10_right_early_loading_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_019,v5_strong:positive_0p10_right_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p10_right_early_loading_native_strong_ice_v1:all,0
control_0p10_right_early_loading_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_019,v5_strong:control_0p10_right_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p10_right_early_loading_native_strong_ice_v1:all,0
positive_0p10_right_early_loading_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_020,v5_strong:positive_0p10_right_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p10_right_early_loading_native_strong_ice_v2:all,0
control_0p10_right_early_loading_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_020,v5_strong:control_0p10_right_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p10_right_early_loading_native_strong_ice_v2:all,0
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_024,v5_strong:positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0:all,0
control_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_024,v5_strong:control_0p10_right_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p10_right_mid_loading_early_stance_native_strong_ice_v0:all,0
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_025,v5_strong:positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1:all,0
control_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_025,v5_strong:control_0p10_right_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p10_right_mid_loading_early_stance_native_strong_ice_v1:all,0
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_026,v5_strong:positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_026,v5_strong:control_0p10_right_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p10_right_mid_loading_early_stance_native_strong_ice_v2:all,0
positive_0p10_right_mid_late_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_030,v5_strong:positive_0p10_right_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p10_right_mid_late_stance_native_strong_ice_v0:all,0
control_0p10_right_mid_late_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_030,v5_strong:control_0p10_right_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p10_right_mid_late_stance_native_strong_ice_v0:all,0
positive_0p10_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_031,v5_strong:positive_0p10_right_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p10_right_mid_late_stance_native_strong_ice_v1:all,0
control_0p10_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_031,v5_strong:control_0p10_right_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p10_right_mid_late_stance_native_strong_ice_v1:all,0
control_0p10_right_mid_late_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_032,v5_strong:control_0p10_right_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p10_right_mid_late_stance_native_strong_ice_v2:all,0
positive_0p15_left_early_loading_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_036,v5_strong:positive_0p15_left_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p15_left_early_loading_native_strong_ice_v0:all,0
control_0p15_left_early_loading_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_036,v5_strong:control_0p15_left_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p15_left_early_loading_native_strong_ice_v0:all,0
positive_0p15_left_early_loading_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_037,v5_strong:positive_0p15_left_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p15_left_early_loading_native_strong_ice_v1:all,0
control_0p15_left_early_loading_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_037,v5_strong:control_0p15_left_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p15_left_early_loading_native_strong_ice_v1:all,0
control_0p15_left_early_loading_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_038,v5_strong:control_0p15_left_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p15_left_early_loading_native_strong_ice_v2:all,0
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_042,v5_strong:positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0:all,0
control_0p15_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_042,v5_strong:control_0p15_left_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p15_left_mid_loading_early_stance_native_strong_ice_v0:all,0
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_043,v5_strong:positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1:all,0
control_0p15_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_043,v5_strong:control_0p15_left_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p15_left_mid_loading_early_stance_native_strong_ice_v1:all,0
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_044,v5_strong:positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_044,v5_strong:control_0p15_left_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p15_left_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p15_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_048,v5_strong:control_0p15_left_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p15_left_mid_late_stance_native_strong_ice_v0:all,0
positive_0p15_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_049,v5_strong:positive_0p15_left_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p15_left_mid_late_stance_native_strong_ice_v1:all,0
control_0p15_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_049,v5_strong:control_0p15_left_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p15_left_mid_late_stance_native_strong_ice_v1:all,0
positive_0p15_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_050,v5_strong:positive_0p15_left_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p15_left_mid_late_stance_native_strong_ice_v2:all,0
control_0p15_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_050,v5_strong:control_0p15_left_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p15_left_mid_late_stance_native_strong_ice_v2:all,0
positive_0p15_right_early_loading_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_054,v5_strong:positive_0p15_right_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p15_right_early_loading_native_strong_ice_v0:all,0
control_0p15_right_early_loading_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_054,v5_strong:control_0p15_right_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p15_right_early_loading_native_strong_ice_v0:all,0
positive_0p15_right_early_loading_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_055,v5_strong:positive_0p15_right_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p15_right_early_loading_native_strong_ice_v1:all,0
control_0p15_right_early_loading_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_055,v5_strong:control_0p15_right_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p15_right_early_loading_native_strong_ice_v1:all,0
positive_0p15_right_early_loading_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_056,v5_strong:positive_0p15_right_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p15_right_early_loading_native_strong_ice_v2:all,0
control_0p15_right_early_loading_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_056,v5_strong:control_0p15_right_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p15_right_early_loading_native_strong_ice_v2:all,0
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_060,v5_strong:positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0:all,0
control_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_060,v5_strong:control_0p15_right_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p15_right_mid_loading_early_stance_native_strong_ice_v0:all,0
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_061,v5_strong:positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1:all,0
control_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_061,v5_strong:control_0p15_right_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p15_right_mid_loading_early_stance_native_strong_ice_v1:all,0
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_062,v5_strong:positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p15_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_062,v5_strong:control_0p15_right_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p15_right_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p15_right_mid_late_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_066,v5_strong:control_0p15_right_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p15_right_mid_late_stance_native_strong_ice_v0:all,0
positive_0p15_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_067,v5_strong:positive_0p15_right_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p15_right_mid_late_stance_native_strong_ice_v1:all,0
control_0p15_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_067,v5_strong:control_0p15_right_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p15_right_mid_late_stance_native_strong_ice_v1:all,0
positive_0p15_right_mid_late_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_068,v5_strong:positive_0p15_right_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p15_right_mid_late_stance_native_strong_ice_v2:all,0
control_0p15_right_mid_late_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_068,v5_strong:control_0p15_right_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p15_right_mid_late_stance_native_strong_ice_v2:all,0
positive_0p20_left_early_loading_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_072,v5_strong:positive_0p20_left_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p20_left_early_loading_native_strong_ice_v0:all,0
control_0p20_left_early_loading_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_072,v5_strong:control_0p20_left_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p20_left_early_loading_native_strong_ice_v0:all,0
positive_0p20_left_early_loading_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_073,v5_strong:positive_0p20_left_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p20_left_early_loading_native_strong_ice_v1:all,0
control_0p20_left_early_loading_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_073,v5_strong:control_0p20_left_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p20_left_early_loading_native_strong_ice_v1:all,0
control_0p20_left_early_loading_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_074,v5_strong:control_0p20_left_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p20_left_early_loading_native_strong_ice_v2:all,0
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_078,v5_strong:positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0:all,0
control_0p20_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_078,v5_strong:control_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p20_left_mid_loading_early_stance_native_strong_ice_v0:all,0
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_079,v5_strong:positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1:all,0
control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_079,v5_strong:control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p20_left_mid_loading_early_stance_native_strong_ice_v1:all,0
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_080,v5_strong:positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_080,v5_strong:control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p20_left_mid_loading_early_stance_native_strong_ice_v2:all,0
positive_0p20_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_084,v5_strong:positive_0p20_left_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p20_left_mid_late_stance_native_strong_ice_v0:all,0
control_0p20_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_084,v5_strong:control_0p20_left_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p20_left_mid_late_stance_native_strong_ice_v0:all,0
positive_0p20_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_085,v5_strong:positive_0p20_left_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p20_left_mid_late_stance_native_strong_ice_v1:all,0
control_0p20_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_085,v5_strong:control_0p20_left_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p20_left_mid_late_stance_native_strong_ice_v1:all,0
control_0p20_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_086,v5_strong:control_0p20_left_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p20_left_mid_late_stance_native_strong_ice_v2:all,0
positive_0p20_right_early_loading_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_090,v5_strong:positive_0p20_right_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p20_right_early_loading_native_strong_ice_v0:all,0
control_0p20_right_early_loading_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_090,v5_strong:control_0p20_right_early_loading_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p20_right_early_loading_native_strong_ice_v0:all,0
positive_0p20_right_early_loading_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_091,v5_strong:positive_0p20_right_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p20_right_early_loading_native_strong_ice_v1:all,0
control_0p20_right_early_loading_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_091,v5_strong:control_0p20_right_early_loading_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p20_right_early_loading_native_strong_ice_v1:all,0
positive_0p20_right_early_loading_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_092,v5_strong:positive_0p20_right_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p20_right_early_loading_native_strong_ice_v2:all,0
control_0p20_right_early_loading_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_092,v5_strong:control_0p20_right_early_loading_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p20_right_early_loading_native_strong_ice_v2:all,0
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_096,v5_strong:positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0:all,0
control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_096,v5_strong:control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p20_right_mid_loading_early_stance_native_strong_ice_v0:all,0
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_097,v5_strong:positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1:all,0
control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_097,v5_strong:control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p20_right_mid_loading_early_stance_native_strong_ice_v1:all,0
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_098,v5_strong:positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:all,0
control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_098,v5_strong:control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p20_right_mid_loading_early_stance_native_strong_ice_v2:all,0
positive_0p20_right_mid_late_stance_native_strong_ice_v0,0,v5_strong,positive,v5:v5_pair_102,v5_strong:positive_0p20_right_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:positive_0p20_right_mid_late_stance_native_strong_ice_v0:all,0
control_0p20_right_mid_late_stance_native_strong_ice_v0,0,v5_strong,control,v5:v5_pair_102,v5_strong:control_0p20_right_mid_late_stance_native_strong_ice_v0,v5_strong:v0,v5_strong:control_0p20_right_mid_late_stance_native_strong_ice_v0:all,0
positive_0p20_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,positive,v5:v5_pair_103,v5_strong:positive_0p20_right_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:positive_0p20_right_mid_late_stance_native_strong_ice_v1:all,0
control_0p20_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,control,v5:v5_pair_103,v5_strong:control_0p20_right_mid_late_stance_native_strong_ice_v1,v5_strong:v1,v5_strong:control_0p20_right_mid_late_stance_native_strong_ice_v1:all,0
positive_0p20_right_mid_late_stance_native_strong_ice_v2,2,v5_strong,positive,v5:v5_pair_104,v5_strong:positive_0p20_right_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:positive_0p20_right_mid_late_stance_native_strong_ice_v2:all,0
control_0p20_right_mid_late_stance_native_strong_ice_v2,2,v5_strong,control,v5:v5_pair_104,v5_strong:control_0p20_right_mid_late_stance_native_strong_ice_v2,v5_strong:v2,v5_strong:control_0p20_right_mid_late_stance_native_strong_ice_v2:all,0
positive_0p10_left_early_loading_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_000,v7_moderate_v2:positive_0p10_left_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p10_left_early_loading_v0_M1:all,0
control_0p10_left_early_loading_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_000,v7_moderate_v2:control_0p10_left_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p10_left_early_loading_v0_M1:all,0
positive_0p10_left_early_loading_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_001,v7_moderate_v2:positive_0p10_left_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p10_left_early_loading_v1_M1:all,0
control_0p10_left_early_loading_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_001,v7_moderate_v2:control_0p10_left_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p10_left_early_loading_v1_M1:all,0
control_0p10_left_early_loading_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_002,v7_moderate_v2:control_0p10_left_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p10_left_early_loading_v2_M1:all,0
positive_0p10_left_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_003,v7_moderate_v2:positive_0p10_left_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p10_left_mid_loading_early_stance_v0_M1:all,0
control_0p10_left_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_003,v7_moderate_v2:control_0p10_left_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p10_left_mid_loading_early_stance_v0_M1:all,0
positive_0p10_left_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_004,v7_moderate_v2:positive_0p10_left_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p10_left_mid_loading_early_stance_v1_M1:all,0
control_0p10_left_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_004,v7_moderate_v2:control_0p10_left_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p10_left_mid_loading_early_stance_v1_M1:all,0
positive_0p10_left_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_005,v7_moderate_v2:positive_0p10_left_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p10_left_mid_loading_early_stance_v2_M1:all,0
control_0p10_left_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_005,v7_moderate_v2:control_0p10_left_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p10_left_mid_loading_early_stance_v2_M1:all,0
control_0p10_left_mid_late_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_006,v7_moderate_v2:control_0p10_left_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p10_left_mid_late_stance_v0_M1:all,0
positive_0p10_left_mid_late_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_007,v7_moderate_v2:positive_0p10_left_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p10_left_mid_late_stance_v1_M1:all,0
